Name,Disabled,Locked,Fuel Incentive,Location ID,Card IDs,Address,City,ST,Postal Code,EW Hwy,EW Exit,NS Hwy,NS Exit,Retail Price,Retail Date,Rack Price,Freight,State Tax,Fed Tax,Est Cost,Spread,OOR Range,OOR Fill,Min Pur,Min Pur Type,Stop Type,Swap Type,Rack ID,Latitude,Longitude,Trimble_POI_Name,Contain,Trimble_MAPS_StreetAddress,Trimble_MAPS_City,Trimble_MAPS_State,Trimble_MAPS_PostalCode,Heartland,TM,Delta Between Trimble MAPS POI and Heartland Coordinates
Flying J #609                 ,      No,    No,0,231020,AZ609                                                  ,16189 S Sunshine Blvd         ,Eloy           ,AZ,85131,I0010  ,208A,       ,    ,3.179,8/16/2019,2.0767,0.0458,0.27,0.244,2.6365,0.542,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.7324,111.5497, @Flying J #609, True,16157 South Sunshine Boulevard,Eloy,AZ,85131,"32.7324,-111.5497","32.731761,-111.549763",0.044
Flying J #789                 ,      No,    No,0,232003,ON333                                                  ,3700 Highbury Ave S           ,London         ,ON,N6N1P3,       ,    ,S0401  ,    ,3.5195,8/16/2019,1.9841,0.0153,0.2934,0.1136,2.4064,1.113,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.9341,81.1747, @Flying J #789, True,3638 Highbury Avenue South,Pond Mills,ON,,"42.9341,-81.1747","42.93373,-81.174003",0.044
Love's #277                   ,      No,    No,0,516569,AR744                                                  ,116 Ron Harrod Rd             ,Prescott       ,AR,71857,I0030  ,46,S0019  ,    ,2.839,8/16/2019,1.9299,0.0374,0.228,0.244,2.4393,0.4,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.8286,93.3959, @Love's #277, True,174 Ron Harrod  (AR-200),Prescott,AR,71857,"33.8286,-93.3959","33.828834,-93.395194",0.044
Love's #449                   ,      No,    No,0,516844,OR448                                                  ,400 Nw Frontage Rd            ,Troutdale      ,OR,97060,I0084  ,17,       ,    ,2.889,8/16/2019,2.0326,0.0335,0.03,0.244,2.3401,0.549,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,45.5443,122.3917, @Love's #449, True,Northwest Frontage Road,Troutdale,OR,97060,"45.5443,-122.3917","45.543902,-122.392401",0.044
Pilot TC #329                 ,      No,    No,0,516201,IA298                                                  ,2647 S 24th St                ,Council Bluffs ,IA,51501,I0080  ,1B  ,I0029  ,1B  ,2.999,8/16/2019,1.8668,0.0305,0.325,0.244,2.4663,0.533,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.2358,95.879, @Pilot Travel Center #329, True,2608 South 24th Street,Council Bluffs,IA,51501,"41.2358,-95.879","41.236049,-95.878214",0.044
Pilot TC #500                 ,      No,    No,0,521834,FL088                                                  ,8067 State Rd 6 West          ,Jasper         ,FL,32052,S0006  ,    ,I0075  ,460,3.059,8/16/2019,1.8887,0.0698,0.3497,0.244,2.5522,0.507,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,30.5163,83.0591, @Pilot Travel Center #500, True,8059 FL-6,Jennings,FL,32053,"30.5163,-83.0591","30.516019,-83.058432",0.044
Pilot TC #504                 ,      No,    No,0,518210,OR976                                                  ,3817 N Hwy 97                 ,Klamath Falls  ,OR,97601,       ,    ,U0097  ,    ,2.999,8/16/2019,2.0756,0.134,0.0009,0.244,2.4545,0.544,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.2562,121.7988, @Pilot Travel Center #504, True,3851 The Dalles-California Highway  (US-97),Klamath Falls,OR,97601,"42.2562,-121.7988","42.25672,-121.798288",0.044
Pilot TC #79                  ,      No,    No,0,516034,LA542                                                  ,2601 South Range Ave          ,Denham Springs ,LA,70726,I0012  ,10,       ,    ,2.859,8/16/2019,1.8526,0.038,0.2093,0.244,2.3439,0.515,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,30.4523,90.9568, @Pilot Travel Center #79, True,240 Range 12 Avenue,Denham Springs,LA,70726,"30.4523,-90.9568","30.451957,-90.957431",0.044
Love's #022                   ,      No,    No,0,516716,NM475                                                  ,703 S 1st St                  ,Clayton        ,NM,88415,U0064  ,    ,U0087  ,    ,2.939,8/16/2019,1.9494,0.0637,0.2288,0.244,2.4859,0.453,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.4454,103.1803, @Love's #22, True,735 South 1st Street  (US-87),Clayton,NM,88415,"36.4454,-103.1803","36.445387,-103.179521",0.043
Love's #329                   ,      No,    No,0,516616,NM466                                                  ,4700 Mabry Dr                 ,Clovis         ,NM,88101,U0060  ,    ,       ,    ,2.949,8/16/2019,1.9494,0.0555,0.2288,0.244,2.4777,0.471,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,34.3943,103.1445, @Love's #329 , True,"4642 Mabry Drive  (US-60, US-70, US-84)",Clovis,NM,88101,"34.3943,-103.1445","34.394855,-103.144859",0.043
Love's #455                   ,      No,    No,0,517232,KS488                                                  ,200 Washington St             ,Ellis          ,KS,67637,I0070  ,145,       ,    ,2.739,8/16/2019,1.8665,0.045,0.2603,0.244,2.4158,0.323,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.9479,99.5603, @Love's #455, True,Washington Street  (KS-247),Ellis,KS,67637,"38.9479,-99.5603","38.947391,-99.560749",0.043
Pilot TC #1026                ,      No,    No,0,522252,TE189                                                  ,1045 S. Hwy 83                ,Carrizo Springs,TX,78834,       ,    ,U0083  ,    ,3.059,8/16/2019,1.9293,0.0854,0.2009,0.244,2.4596,0.599,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,28.5108,99.848, @Pilot Travel Center #1026, True,US-83,Carrizo Springs,TX,78834,"28.5108,-99.848","28.511425,-99.848049",0.043
Pilot TC #146                 ,      No,    No,0,516070,NY985                                                  ,995 US Route 9                ,Castleton      ,NY,12033,I0090  ,12,U0009  ,    ,3.199,8/16/2019,1.893,0.0345,0.4161,0.244,2.5876,0.611,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.4974,73.6739, NOT FOUND, False,995 US-9,Castleton on Hudson,NY,12033,"42.4974,-73.6739","42.497613,-73.674693",0.043
Pilot TC #95                  ,      No,    No,0,516046,FL928                                                  ,493 E St Hwy 44               ,Wildwood       ,FL,34785,S0044  ,    ,I0075  ,329,3.059,8/16/2019,1.8995,0.0575,0.3497,0.244,2.5507,0.508,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,28.8742,82.0949, NOT FOUND, False,541 FL-44,Wildwood,FL,34785,"28.8742,-82.0949","28.873645,-82.095207",0.043
Flying J #816                 ,      No,    No,0,232016,AB414                                                  ,15609 121a Ave Nw             ,Edmonton       ,AB,T5V1B1,S0016  ,    ,       ,    ,3.2638,8/16/2019,2.0801,0.0199,0.167,0.1136,2.3806,0.883,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,53.5734,113.5907, NOT FOUND, False,15609 Avenue 121A Northwest,Jasper Place,AB,,"53.5734,-113.5907","53.572978,-113.59145",0.042
Flying J #860                 ,      No,    No,0,520463,ON556                                                  ,1637 Pettit Rd                ,Fort Erie      ,ON,L2A5M4,S0000W ,    ,       ,    ,3.5763,8/16/2019,1.9983,0.0304,0.2947,0.1136,2.437,1.139,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.9213,78.9678, @Flying J #860, True,North Service Road,Erie Beach (Buffalo),ON,,"42.9213,-78.9678","42.921836,-78.967401",0.042
Love's #367                   ,      No,    No,0,516647,IL944                                                  ,505 S. Persimmon Drive        ,Le Roy         ,IL,61752,I0074  ,149,       ,    ,3.149,8/16/2019,1.7936,0.0244,0.6059,0.244,2.6679,0.481,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.3406,88.7603, @Love's #367, True,486 South East Street,Le Roy,IL,61752,"40.3406,-88.7603","40.340103,-88.760756",0.042
Love's #397                   ,      No,    No,0,516668,SC500                                                  ,116 Priester Rd               ,Blacksburg     ,SC,29702,       ,    ,I0085  ,104,2.729,8/16/2019,1.8602,0.0275,0.2275,0.244,2.3592,0.37,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.1576,81.4779, NOT FOUND, False,116 Priester Road,Blacksburg,SC,29702,"35.1576,-81.4779","35.156994,-81.477896",0.042
Love's #454                   ,      No,    No,0,517780,WA986                                                  ,1276 Rush Rd                  ,Napavine       ,WA,98532,       ,    ,I0005  ,72,3.249,8/16/2019,1.9472,0.0329,0.5212,0.244,2.7453,0.504,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,46.6032,122.9081, @Love's #454, True,1280 Rush Road,Chehalis,WA,98532,"46.6032,-122.9081","46.603409,-122.907258",0.042
Love's #478                   ,      No,    No,0,518779,ID331                                                  ,6737 S 45th W                 ,Idaho Falls    ,ID,83402,       ,    ,I0015  ,113,3.089,8/16/2019,1.8934,0.0395,0.33,0.244,2.5069,0.582,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,43.437,112.1215, NOT FOUND, False,6763 South 45th West,Idaho Falls,ID,83402,"43.437,-112.1215","43.436549,-112.120949",0.042
Pilot TC #12                  ,      No,    No,0,515983,OH765                                                  ,3430 Libbey Rd                ,Perrysburg     ,OH,43551,I0080  ,71,       ,    ,3.159,8/16/2019,1.9057,0.0273,0.4822,0.244,2.6592,0.5,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.5222,83.4613, NOT FOUND, False,3444 Libbey Road  (Route 308),Perrysburg,OH,43551,"41.5222,-83.4613","41.52279,-83.461466",0.042
Pilot TC #278                 ,      No,    No,0,516158,KY158                                                  ,118 Richwood Rd               ,Walton         ,KY,41094,       ,    ,I0075  ,175,2.959,8/16/2019,1.8971,0.0305,0.23,0.244,2.4016,0.557,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.9185,84.6257, @Pilot Travel Center #278, True,128 Richwood Road  (KY-338),Walton,KY,41094,"38.9185,-84.6257","38.919106,-84.625799",0.042
Pilot TC #306                 ,      No,    No,0,516183,XT448                                                  ,5619 Ih 10 E                  ,San Antonio    ,TX,78219,I0010  ,582,       ,    ,2.859,8/16/2019,1.9052,0.033,0.2009,0.244,2.3831,0.476,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,29.4395,98.3807, @Pilot Travel Center #306, True,5619 I-10 Service West,San Antonio,TX,78219,"29.4395,-98.3807","29.439983,-98.380264",0.042
Pilot TC #6955                ,      No,    No,0,524132,NC359                                                  ,1044 Jimmie Kerr Rd           ,Haw River      ,NC,27258,I0040  ,147,I0085  ,147,3.099,8/16/2019,1.8644,0.04,0.3645,0.244,2.5129,0.586,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.0714,79.3517, @Pilot Travel Center #6955, True,Jimmy Kerr Road  (NC-1928),Haw River,NC,27258,"36.0714,-79.3517","36.07097,-79.351172",0.042
Love's #203                   ,      No,    No,0,516507,OK090                                                  ,800 S. Morgan Rd              ,Oklahoma City  ,OK,73128,I0040  ,140,       ,    ,2.789,8/16/2019,1.8516,0.0285,0.2,0.244,2.3241,0.465,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.4581,97.6889, @Love's #203, True,800 South Morgan Road,Oklahoma City,OK,73128,"35.4581,-97.6889","35.457747,-97.68832",0.041
Love's #231                   ,      No,    No,0,516529,TX871                                                  ,1501 Corsicana Hwy            ,Hillsboro      ,TX,76645,S0022  ,    ,I0035  ,368A,2.749,8/16/2019,1.9276,0.026,0.2007,0.244,2.3983,0.351,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.009,97.0931, @Love's #231, True,"1505 Corsicana Highway  (TX-22, TX-171)",Hillsboro,TX,76645,"32.009,-97.0931","32.009595,-97.093161",0.041
Love's #249                   ,      No,    No,0,516545,IL013                                                  ,991 Ann Rutledge Rd           ,Williamsville  ,IL,62693,       ,    ,I0055  ,109,3.229,8/16/2019,1.8124,0.03,0.669,0.244,2.7554,0.474,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.9614,89.5622, @Love's #249, True,4822 Dinius Road  (Route 11),Williamsville,IL,62693,"39.9614,-89.5622","39.960973,-89.562736",0.041
Love's #739                   ,      No,    No,0,527698,TE563                                                  ,245 W Frontage Rd             ,Donna          ,TX,78537,I0002  ,    ,       ,    ,2.789,8/16/2019,1.932,0.0536,0.2007,0.244,2.4303,0.359,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,26.183,98.0674, NOT FOUND, False,"I-2 Service East, South Service US-83",Donna,TX,78537,"26.183,-98.0674","26.182407,-98.067363",0.041
Pilot TC #280                 ,      No,    No,0,516160,NJ184                                                  ,979 State Route 173           ,Bloomsbury     ,NJ,8804,I0078  ,7,S0013  ,    ,3.359,8/16/2019,1.9294,0.0631,0.4856,0.244,2.7221,0.637,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.6593,75.0722, @Pilot Travel Center #280, True,NJ-173,Bloomsbury,NJ,8804,"40.6593,-75.0722","40.659747,-75.072725",0.041
Pilot TC #360                 ,      No,    No,0,516226,OH569                                                  ,11471 State Route 613         ,Findlay        ,OH,45840,U0224  ,    ,I0075  ,164,2.999,8/16/2019,1.8466,0.0375,0.4822,0.244,2.6103,0.389,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.1372,83.6608, @Pilot Travel Center #360, True,11471 OH-613,Van Buren,OH,45889,"41.1372,-83.6608","41.136613,-83.660773",0.041
Flying J #837                 ,      No,    No,0,232056,ON432                                                  ,17 Duhamel Rd                 ,Sudbury        ,ON,P3Y1L3,       ,    ,S0017  ,    ,3.5763,8/15/2019,2.0154,0.0966,0.2986,0.1136,2.5242,1.052,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,46.4357,81.1095, NOT FOUND, False,Duhamel Road,Lively,ON,P3Y 1L3,"46.4357,-81.1095","46.436156,-81.108968",0.04
Flying J #758                 ,      No,    No,0,231032,WY222                                                  ,41 SE Wyoming Blvd            ,Casper         ,WY,82609,       ,    ,I0025  ,185,3.299,8/16/2019,2.0819,0.0498,0.24,0.244,2.6157,0.683,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.852,106.2706, NOT FOUND, False,41 Southeast Wyoming Boulevard  (WY-258),Casper,WY,82609,"42.852,-106.2706","42.852137,-106.269853",0.039
Love's #342                   ,      No,    No,0,516930,XT409                                                  ,2645 I-37 S                   ,Three Rivers   ,TX,78071,       ,    ,I0037  ,72,2.859,8/16/2019,1.8618,0.014,0.2007,0.244,2.3205,0.538,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,28.5208,98.1851, @Love's #342, True,US-281,Three Rivers,TX,78071,"28.5208,-98.1851","28.521291,-98.184828",0.038
Love's #383                   ,      No,    No,0,516660,KY970                                                  ,976 KY 1130                   ,Sparta         ,KY,41083,       ,    ,I0071  ,55,2.949,8/16/2019,1.9251,0.0313,0.23,0.244,2.4304,0.519,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.6935,84.9387, @Love's #383, True,Loves Drive,Sanders,KY,41083,"38.6935,-84.9387","38.693849,-84.938163",0.038
Love's #389                   ,      No,    No,0,517012,OH442                                                  ,2 Love Drive                  ,Conneaut       ,OH,44030,I0090  ,241,       ,    ,3.249,8/16/2019,1.8497,0.0493,0.4822,0.244,2.6252,0.624,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.9139,80.5706, @Love's #389, True,2 Love's Drive,Conneaut,OH,44030,"41.9139,-80.5706","41.914441,-80.570431",0.038
Pilot TC #309                 ,      No,    No,0,516186,OH706                                                  ,44133 Fairground Rd           ,Caldwell       ,OH,43724,       ,    ,I0077  ,25,3.239,8/16/2019,1.8783,0.054,0.4822,0.244,2.6585,0.581,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.7378,81.5273, @Pilot Travel Center #309, True,43983 Fairground Road  (Route 56),Caldwell,OH,43724,"39.7378,-81.5273","39.73755,-81.527929",0.038
Flying J #793                 ,      No,    No,0,232066,AB337                                                  ,4216 72 Ave Se                ,Calgary        ,AB,T2C2C1,S0002  ,    ,       ,    ,3.3774,8/16/2019,2.171,0.0136,0.1685,0.1136,2.4667,0.911,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,50.9896,113.9746, @Flying J Fuel Stop #793, True,4208 Avenue 72 Southeast,Calgary,AB,T2C 2L6,"50.9896,-113.9746","50.990062,-113.975009",0.037
Love's #322                   ,      No,    No,0,516609,IL165                                                  ,13477 Quality Dr              ,Roscoe         ,IL,61073,I0090  ,3,       ,    ,3.049,8/16/2019,1.8174,0.035,0.6188,0.244,2.7152,0.334,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.456,88.9987, @Love's #322, True,Quality Drive,Roscoe,IL,61073,"42.456,-88.9987","42.45568,-88.998118",0.037
Pilot TC #82                  ,      No,    No,0,516036,LA545                                                  ,4301 Main Street              ,La Place       ,LA,70068,I0010  ,209,I0055  ,1,2.859,8/16/2019,1.8526,0.054,0.2093,0.244,2.3599,0.499,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,30.0857,90.4452, NOT FOUND, False,US-51,La Place,LA,70068,"30.0857,-90.4452","30.085472,-90.444632",0.037
Flying J #626                 ,      No,    No,0,231851,FL237                                                  ,950 State Road 206 West       ,Saint Augustine,FL,32086,S0206  ,    ,I0095  ,305,3.099,8/16/2019,1.9308,0.0294,0.3497,0.244,2.5539,0.545,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,29.7494,81.3437, @Flying J #626, True,FL-206,Saint Augustine,FL,32086,"29.7494,-81.3437","29.749927,-81.343694",0.036
Love's #210                   ,      No,    No,0,516514,NM140                                                  ,2200 6th St NW                ,Albuquerque    ,NM,87102,I0040  ,158,I0025  ,227A,2.969,8/16/2019,2.1001,0.0272,0.2288,0.244,2.6001,0.369,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.1074,106.6495, @Love's #210, True,2218 6th Street Northwest,Albuquerque,NM,87102,"35.1074,-106.6495","35.107644,-106.648938",0.036
Pilot TC #171                 ,      No,    No,0,520275,IL204                                                  ,503 North Oakwood Road        ,Oakwood        ,IL,61858,I0074  ,206,       ,    ,3.099,8/16/2019,1.7936,0.0309,0.622,0.244,2.6905,0.408,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.1237,87.7788, @Pilot Travel Center #171, True,502 North Oakwood Street  (Route 10),Oakwood,IL,61858,"40.1237,-87.7788","40.123844,-87.779451",0.036
Pilot TC #268                 ,      No,    No,0,516150,IA106                                                  ,2975 N Plainview Rd           ,Walcott        ,IA,52773,I0080  ,284,       ,    ,3.099,8/16/2019,1.8872,0.0365,0.325,0.244,2.4927,0.606,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.6147,90.7829, NOT FOUND, False,60th Avenue  (Route Y40),Walcott,IA,52773,"41.6147,-90.7829","41.614599,-90.782213",0.036
Pilot TC #918                 ,      No,    No,0,516365,SD210                                                  ,2783 Deadwood Ave             ,Rapid City     ,SD,57702,I0090  ,55,       ,    ,2.959,8/16/2019,2.0641,0.0515,0.3,0.244,2.6596,0.299,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,44.1125,103.2722, @Pilot Travel Center #918, True,2739 Deadwood Avenue  (SD-445),Rapid City,SD,57702,"44.1125,-103.2722","44.112437,-103.272922",0.036
